0,0064
0,00645
0,00629
0,00641
0,00632
0,00649
0,00639
0,027
0,02905
0,02958
0,02138
0,00642
0,02859
0,02937
0,02823
0,02896
0,00654
0,00622
0,00644
0,00634
0,00644
0,00645
0,01403
0,0295
0,02982
0,02851
0,01034
0,00647
0,01175
0,17875
0,01016
0,01038
0,03373
0,3023
0,04173
0,04294
0,01828
0,08839
0,04629
0,04974
0,05058
0,04412
0,00657
0,24811
0,46703
0,22111
0,00646
0,00646
0,34285
0,42597
0,16412
0,01974
0,11475
0,04922
0,06342
0,06279
0,04035
0,02413
0,07803
0,07764
0,07868
0,07724
0,07862
0,07835
0,11074
0,12771
0,02174
0,27402
0,42741
0,03869
0,04354
0,06382
0,12079
0,10138
0,09954
0,22641
0,47929
0,53434
0,40513
0,38292
0,38386
0,40511
0,4055
0,17062
0,07288
0,15868
0,09717
0,09263
0,07531
0,06841
0,06826
0,02629
0,02815
0,02784
0,02776
0,0287
0,00657
0,00636
0,00637
0,00646
0,0215
0,02827
0,02885
0,02613
0,00631
0,00638
0,0065
0,0064
0,00644
0,00652
0,0064
0,00629
0,02892
0,02809
0,02918
0,03178
0,02809
0,02889
0,02875
0,01558
0,00638
0,00626
0,00634
0,01145
0,00632
0,17532
0,01004
0,01023
0,01011
0,28541
0,00644
0,02013
0,052
0,05195
0,06176
0,04228
0,01819
0,09265
0,0817
0,07905
0,07866
0,07895
0,07776
0,07852
0,07686
0,08003
0,33733
0,43927
0,18904
0,04208
0,103
0,02109
0,04216
0,04069
0,04063
0,04148
0,00638
0,26416
0,41084
0,0064
0,01626
0,0523
0,08199
0,0889
0,12495
0,24515
0,4754
0,45504
0,20898
0,07111
0,1423
0,07189
0,08932
0,08784
0,08708
0,09166
0,05755
0,05638
0,07759
0,07827
0,04311
0,15628
0,40016
0,38776
0,38915
0,38827
0,3802
0,25883
0,00645
0,00644
0,00637
0,00643
0,02901
0,03945
0,05104
0,04914
0,02972
0,00793
0,00632
0,0064
0,00639
0,00629
0,00656
0,00647
0,00635
0,00637
0,00643
0,00636
0,00649
0,02651
0,02972
0,02871
0,04216
0,03
0,02949
0,02848
0,00632
0,00624
0,00635
0,00647
0,00636
0,17885
